Pollution Level (Air Quality Index values),city,country,population
13.6,Kagoshima,Japan,555352.0
11.2,Rotterdam,Netherlands,1005000.0
0,Brovary,Ukraine,88506.0
0,Scunthorpe,United Kingdom,0.0
11,Bremen,Germany,724909.0
11,Koblenz,Germany,312633.0
10.9,Flensburg,Germany,97930.0
12.2,Kiel,Germany,269427.0
9.3,Diekirch,Luxembourg,6242.0
0,Puebla,Mexico,2195000.0
9.9,Ourense,Spain,118107.0
10.9,Bern,Switzerland,275329.0
11.4,London,United Kingdom,8567000.0
9.4,Oxford,United Kingdom,192796.0
10.7,Bangor,United Kingdom,0.0
0,Salzburg,Austria,206279.0
9.6,Copenhagen,Denmark,1085000.0
9.6,Poitiers,France,85960.0
9.4,Angers,France,188380.0
9.2,Le Mans,France,144515.0
0,Aosta,Italy,34062.0
0,Perugia,Italy,149125.0
10.3,Naka,Japan,195318.0
0,Montemorelos,Mexico,42640.0
0,Sibiu,Romania,155565.0
11.3,Bristol,United Kingdom,553528.0
0,Bromley,United Kingdom,0.0
5.5,Winnipeg,Canada,632063.0
0,Lorient,France,84952.0
10.5,Metz,France,409186.0
11.2,Karlsruhe,Germany,377487.0
11.1,Stralsund,Germany,61368.0
0,Salerno,Italy,954265.0
0,Oradea,Romania,213830.0
10.6,Charleroi,Belgium,345367.0
7.4,Edmonton,Canada,1058000.0
0,Rennes,France,209375.0
9.2,Toulouse,France,847000.0
11.1,Nice,France,927000.0
10.9,Hannover,Germany,722490.0
0,Yamagata,Japan,272209.0
9.5,Groningen,Netherlands,216688.0
0,Drammen,Norway,90722.0
0,Arrecife,Spain,52944.0
0,Athabasca,Canada,2539.0
9.2,Madrid,Spain,5567000.0
9.8,Luton,United Kingdom,235958.0
7.4,Toronto,Canada,5213000.0
8.4,Regina,Canada,176183.0
0,Aarhus,Denmark,237551.0
9.2,Ajaccio,France,54364.0
9.1,Waterford,Ireland,49275.0
12.9,Belfast,United Kingdom,450406.0
12.9,Belfast,United Kingdom,0.0
10.1,Aix-en-Provence,France,146821.0
0,Heidelberg,Germany,426590.0
10.3,Braunschweig,Germany,244715.0
8.4,Cork,Ireland,188907.0
11.7,Nagoya,Japan,3230000.0
9.9,Luxembourg,Luxembourg,107260.0
10.9,Timaru,New Zealand,27200.0
10.3,Port Talbot,United Kingdom,0.0
11.6,Qamdo,China,100000.0
0,Bourges,France,72340.0
7.2,Limoges,France,152199.0
12,Oldenburg,Germany,167458.0
11.4,Gifu,Japan,412895.0
11.7,Maizuru,Japan,92465.0
11.2,Nara,Japan,0.0
11.3,Saitama,Japan,0.0
11.7,Tokyo,Japan,35676000.0
0,Campeche,Mexico,205212.0
0,Cartagena,Spain,201274.0
10.5,Manchester,United Kingdom,2230000.0
12.4,Portsmouth,United Kingdom,442252.0
8.2,Windsor,Canada,319246.0
8.2,Windsor,Canada,3864.0
0,Rijeka,Croatia,170992.0
11.2,Takamatsu,Japan,334223.0
0,Kristiansand,Norway,63814.0
0,Reading,United Kingdom,369804.0
12.7,Sheffield,United Kingdom,1292900.0
17.4,Kuching,Malaysia,570407.0
8.9,Moss,Norway,36901.0
8.9,Donostia,Spain,357468.0
9.4,Hualien,Taiwan,350468.0
10.7,Southend-on-Sea,United Kingdom,618386.0
9.7,Troyes,France,61703.0
9.1,La Rochelle,France,76997.0
13.3,Valencia,Spain,808000.0
10.2,Malmö,Sweden,269349.0
9.2,Liège,Belgium,749110.0
10.9,Calais,France,92201.0
14.5,Regensburg,Germany,164359.0
10.4,Chiba,Japan,0.0
7.8,Stavanger,Norway,173132.0
9.7,Leiria,Portugal,45112.0
7.9,Albacete,Spain,158094.0
8.7,Santiago de Compostela,Spain,92430.0
0,Wakefield,United Kingdom,0.0
10,Maebashi,Japan,344871.0
10.5,Yokohama,Japan,3697894.0
0,Gisborne,New Zealand,34300.0
7.4,Santa Cruz de Tenerife,Spain,336061.0
12.3,Leeds,United Kingdom,1529000.0
10.2,Newcastle upon Tyne,United Kingdom,882000.0
12.3,Southampton,United Kingdom,384417.0
9.6,Stoke-on-Trent,United Kingdom,390801.0
11.8,Toulon,France,357693.0
9.2,Civitavecchia,Italy,61316.0
9.4,Sakata,Japan,100446.0
10.8,Yamaguchi,Japan,0.0
0,Huelva,Spain,144174.0
0,Jaén,Spain,116400.0
10.9,Kingston upon Hull,United Kingdom,302296.0
6.9,Calgary,Canada,1110000.0
4.7,Brandon,Canada,28418.0
6.8,Kitchener,Canada,417001.0
8.6,Quito,Ecuador,1701000.0
7.2,Biarritz,France,145348.0
8.8,Tsu,Japan,500000.0
15.2,Sibu,Malaysia,203832.0
11,Gelendzhik,Russia,55508.0
0,Helsingborg,Sweden,91304.0
11.6,Aomori,Japan,298394.0
9,Tsuruoka,Japan,99820.0
9.1,Yamagata,Japan,272209.0
8.7,Worcester,South Africa,127597.0
8.1,Vitoria-Gasteiz,Spain,224578.0
10.3,Blackpool,United Kingdom,272792.0
11,Nottingham,United Kingdom,825600.0
8.6,Busselton,Australia,10214.0
0,Flin Flon,Canada,6393.0
7.3,Ottawa,Canada,1145000.0
8.8,Esch-sur-Alzette,Luxembourg,0.0
9.4,Lisbon,Portugal,2812000.0
12.2,Akita,Japan,320069.0
10.9,Kawagoe,Japan,337931.0
9.9,Kawagoe,Japan,337931.0
12.4,Wagga Wagga,Australia,55381.0
6.5,Sanandaj,Iran,349176.0
9.9,Morioka,Japan,295172.0
8.5,Hamar,Norway,29479.0
11.1,Plymouth,United Kingdom,247297.0
11.4,Warrington,United Kingdom,0.0
8.2,Williams Lake,Canada,14168.0
7.2,Sarnia,Canada,144172.0
0,Palangkaraya,Indonesia,148289.0
10.8,Matsue,Japan,156811.0
9.3,Tokushima,Japan,443760.0
10.4,Sandakan,Malaysia,392288.0
9.7,Birmingham,United Kingdom,2285000.0
10.4,Middlesbrough,United Kingdom,416042.0
8.8,Stockton-on-Tees,United Kingdom,0.0
7.1,Wallsend,United Kingdom,0.0
5.8,Kingston,Canada,114195.0
7.7,Dijon,France,169946.0
10.6,Dublin,Ireland,1059000.0
9.4,Shizuoka,Japan,701561.0
0,San Felipe,Mexico,20750.0
8.7,Taitung,Taiwan,175000.0
0,Nong Khai,Thailand,104505.0
6.1,Peterborough,Canada,83627.0
9.5,Fukui,Japan,248707.0
11.4,Leicester,United Kingdom,457983.0
6.5,Lethbridge,Canada,70617.0
6.6,Chilliwack,Canada,51942.0
8.6,Courtenay,Canada,32793.0
0,Edmundston,Canada,17894.0
8.1,Auxerre,France,41516.0
9.3,Hamamatsu,Japan,977023.0
7.6,Saint Petersburg,Russia,4553000.0
11.2,Cape Town,South Africa,3215000.0
0,Montpellier,France,327254.0
9.1,Iwaki,Japan,357309.0
8.3,Kanazawa,Japan,551249.0
8.3,Nagano,Japan,594311.0
13.2,Tottori,Japan,154098.0
13.2,Tottori,Japan,0.0
8.4,Toyama,Japan,332812.0
6.8,Šakiai,Lithuania,0.0
7.5,Oslo,Norway,835000.0
9.3,Coventry,United Kingdom,388271.0
9.3,Preston,United Kingdom,0.0
0,Portland,Australia,11808.0
9.2,Traralgon,Australia,18226.0
10.9,Burns Lake,Canada,2635.0
9,Prince George,Canada,65558.0
7.5,Mo i Rana,Norway,20409.0
0,Ordino,Andorra,0.0
0,Banda Aceh,Indonesia,513698.0
0,Visby,Sweden,22593.0
7.5,Barrie,Canada,182041.0
9,Asahikawa,Japan,356612.0
0,Vaduz,Liechtenstein,36281.0
0,General Pico,Argentina,57029.0
0,Perpignan,France,146620.0
8.6,Tawau,Malaysia,306462.0
0,Chetumal,Mexico,154517.0
0,Whangarei,New Zealand,52200.0
0,Almería,Spain,179405.0
0,Linköping,Sweden,96732.0
6.1,Västerås,Sweden,107194.0
9.7,Newport,United Kingdom,0.0
9.7,Newport,United Kingdom,0.0
0,Perth,Australia,1532000.0
6.4,Fort McMurray,Canada,21863.0
11.6,Smithers,Canada,6245.0
0,Brest,France,144899.0
8.2,Carlow,Ireland,0.0
9.6,York,United Kingdom,158947.0
5.8,Cornwall,Canada,48821.0
8.6,Niigata,Japan,569797.0
7.7,Geraldton,Australia,27258.0
0,Rouyn-Noranda,Canada,24602.0
0,Whitehorse,Canada,23276.0
7.6,Tartu,Estonia,101092.0
8.1,Sapporo,Japan,2544000.0
8.6,Sendai,Japan,2250000.0
0,Salamanca,Spain,162353.0
7.6,Grande Prairie,Canada,41462.0
0,Campbell River,Canada,33430.0
8.8,Hakodate,Japan,302984.0
6.4,Perth,Australia,1532000.0
5,Medicine Hat,Canada,63138.0
7.5,Abbotsford,Canada,151683.0
7.7,Fort Smith,Canada,518.0
5.1,Thunder Bay,Canada,99334.0
0,Swift Current,Canada,14906.0
0,Bastia,France,41001.0
9.2,Otaru,Japan,143792.0
6.2,Oshawa,Canada,450963.0
6.4,Calama,Chile,143084.0
0,Yakeshi,China,116284.0
8,Naha,Japan,905238.0
7.1,Gateshead,United Kingdom,0.0
0,Maidstone,United Kingdom,0.0
10,Sunderland,United Kingdom,452934.0
10.6,Wollongong,Australia,260914.0
0,Peace River,Canada,5340.0
12.5,Newcastle,Australia,1134616.0
0,Samarinda,Indonesia,592228.0
0,Darwin,Australia,93080.0
6.3,Red Deer,Canada,74857.0
6.3,Belleville,Canada,43990.0
0,La Paz,Mexico,189767.0
5.9,Trondheim,Norway,147139.0
0,Knysna,South Africa,63106.0
8.1,Irvine,United Kingdom,0.0
6.4,Melton,Australia,32368.0
0,Porto,Portugal,1337000.0
6.1,Stockholm,Sweden,1264000.0
6.9,Geelong,Australia,160991.0
0,Fredericton,Canada,52337.0
5.5,Tallinn,Estonia,394024.0
6,Helsinki,Finland,1115000.0
0,Hermosillo,Mexico,595811.0
5.9,Bergen,Norway,213585.0
6.2,Lillehammer,Norway,19542.0
6.5,Townsville,Australia,138954.0
6.1,Vancouver,Canada,2313328.0
4.7,Moncton,Canada,90635.0
0,Halifax,Canada,359111.0
4.6,North Bay,Canada,50170.0
6.5,Alloa,United Kingdom,0.0
5.7,Ayr,United Kingdom,69042.0
0,Central Coast,Australia,3026.0
0,Maitland,Australia,18625.0
0,Mackay,Australia,75922.0
6.7,Hamilton,Australia,8869.0
6.5,Melbourne,Australia,4170000.0
0,Boa Vista,Brazil,235150.0
6,Nanaimo,Canada,84905.0
7.1,Victoria,Canada,289625.0
7,Aberdeen,United Kingdom,189364.0
7.1,Glasgow,United Kingdom,1160000.0
6.7,Greenock,United Kingdom,74635.0
4.9,Stirling,United Kingdom,0.0
8.1,Brisbane,Australia,1860000.0
5.2,Bathurst,Canada,6111.0
5.7,Norman Wells,Canada,1027.0
0,Joensuu,Finland,53388.0
7.6,Kirkintilloch,United Kingdom,0.0
6.5,Perth,United Kingdom,39654.0
4.4,Parry Sound,Canada,7105.0
5.2,Lappeenranta,Finland,59276.0
0,Rosario,Argentina,1203000.0
0,Gunnedah,Australia,7148.0
0,Merimbula,Australia,6367.0
10.1,Sydney,Australia,4630000.0
7.9,Wangaratta,Australia,14022.0
5.1,Saint John,Canada,87857.0
5.2,Narva,Estonia,66980.0
5.3,Oulu,Finland,136752.0
11.4,Balanga,Philippines,0.0
6.6,Kilmarnock,United Kingdom,0.0
7.3,Christchurch,New Zealand,363200.0
5.2,Narvik,Norway,20000.0
6.4,Harstad,Norway,19433.0
6,Funchal,Portugal,204767.0
6.4,Sundsvall,Sweden,73389.0
6.5,Dundee,United Kingdom,151592.0
6.6,Edinburgh,United Kingdom,504966.0
0,Falkirk,United Kingdom,0.0
6.1,Motherwell,United Kingdom,0.0
5.9,Adelaide,Australia,1145000.0
4.6,Lahti,Finland,98826.0
0,Arecibo,Puerto Rico,41556.0
7,Gladstone,Australia,30489.0
4.8,Tampere,Finland,259279.0
0,Crotone,Italy,60010.0
5.5,Uppsala,Sweden,133117.0
5.5,Uppsala,Sweden,0.0
6.7,Hamilton,United Kingdom,0.0
4.7,Kouvola,Finland,31133.0
5.8,Inverness,United Kingdom,45158.0
15,Canberra,Australia,327700.0
4.9,Sydney,Canada,37538.0
4.3,Kuopio,Finland,91900.0
0,San Juan,Puerto Rico,341657.0
4.7,Inuvik,Canada,3022.0
8.1,Charlottetown,Canada,42402.0
5.2,Launceston,Australia,72458.0
6.4,Scottsdale,Australia,2468.0
4.9,Yellowknife,Canada,19234.0
0,Caguas,Puerto Rico,77064.0
5.1,Umeå,Sweden,78197.0
0,Bundaberg,Australia,52472.0
5.6,Fort Chipewyan,Canada,3222.0
6.1,Corner Brook,Canada,20791.0
5.5,Devonport,Australia,19317.0
6.3,Queenstown,Australia,2352.0
0,Fortaleza,Brazil,3602319.0
4.7,Punta Arenas,Chile,117430.0
0,Caloundra,Australia,38706.0
4.9,Powell River,Canada,12779.0
5.3,Kingston,Canada,114195.0
5.8,Puerto Baquerizo Moreno,Ecuador,6030.0
5.2,Enniskillen,United Kingdom,0.0
5.8,Terrace,Canada,19443.0
5.9,Oatlands,Australia,1157.0
0,Lismore,Australia,31430.0
10.5,Faro,Portugal,41355.0
0,Zhezqazghan,Kazakhstan,104357.0
12.6,Vladivostok,Russia,587022.0
0,Alta,Norway,12077.0
4.1,Vaasa,Finland,57014.0
9.4,Saransk,Russia,303394.0
4.4,Hobart,Australia,80870.0
4.3,Smithton,Australia,4202.0
